35|1|+201525549037||1301174638437|0|1|-1|1|0||بحيتر|+20112008000
36|1|+201525549037||1301174645331|0|1|-1|1|0||مظاهرة|+20112008000
37|1|+201525549037||1301174650557|0|1|-1|1|0||ناشط سياسي |+20112008000
38|1|+201525549037||1301174656717|0|1|-1|1|0|| ناشطة سياسية|+20112008000
39|1|+201525549037||1301174662690|0|1|-1|1|0||حقوق الإنسان|+20112008000
40|1|+201525549037||1301174668275|0|1|-1|1|0||حرية|+20112008000
41|1|+201525549037||1301174675807|0|1|-1|1|0||انترنت|+20112008000
42|1|+201525549037||1301174680692|0|1|-1|1|0||تويتر|+20112008000
43|1|+201525549037||1301174686892|0|1|-1|1|0||فيس بوك|+20112008000
44|1|+201525549037||1301174693772|0|1|-1|1|0||الحكومة |+20112008000
45|1|+201525549037||1301174699287|0|1|-1|1|0||الفساد|+20112008000
46|1|+201525549037||1301174705041|0|1|-1|1|0||حرية التعبير |+20112008000
47|1|+201525549037||1301174710854|0|1|-1|1|0||حرية الرأي |+20112008000
48|1|+201525549037||1301174718096|0|1|-1|1|0|| الثورة|+20112008000
49|1|+201525549037||1301174723320|0|1|-1|1|0||اسرائيل|+20112008000
50|1|+201525549037||1301174728759|0|1|-1|1|0|| البرادعي  |+20112008000
51|1|+201525549037||1301174736518|0|1|-1|1|0||محمد البرادعي|+20112008000
52|1|+201525549037||1301174750250|0|1|-1|1|0|| الإخوان المسلمين |+20112008000
53|1|+201525549037||1301174753398|0|1|-1|1|0|| الإخوان المسلمون|+20112008000
54|1|+201525549037||1301174756921|0|1|-1|1|0|| المجلس العسكري|+20112008000
55|1|+201525549037||1301174767451|0|1|-1|1|0|| السلفيين|+20112008000
56|1|+201525549037||1301174769443|0|1|-1|1|0||الدستور|+20112008000
57|1|+201525549037||1301175268396|0|1|-1|1|0||free speech|+20112008000
58|1|+201525549037||1301175276453|0|1|-1|1|0||revolution|+20112008000
59|1|+201525549037||1301175279076|0|1|-1|1|0||El Baradei|+20112008000
60|1|+201525549037||1301175281969|0|1|-1|1|0||Muslim Brotherhood|+20112008000
61|1|+201525549037||1301175284970|0|1|-1|1|0||military council|+20112008000
62|1|+201525549037||1301175287365|0|1|-1|1|0||Salafis|+20112008000
63|1|+201525549037||1301175289666|0|1|-1|1|0||constitution|+20112008000
64|1|+201525549037||1301175291517|0|1|-1|1|0||this is a default list|+20112008000
65|1|+201525549037||1301175293879|0|1|-1|1|0||feel free to edit, update or remove|+20112008000
66|1|+201525549037||1301175294364|0|1|-1|1|0||hi|+20112008000
67|1|+201525549037||1301175294765|0|1|-1|1|0||mom|+20112008000
68|1|+201525549037||1301175297064|0|1|-1|1|0||brother|+20112008000
69|1|+201525549037||1301175298551|0|1|-1|1|0||ful|+20112008000
70|1|+201525549037||1301175300888|0|1|-1|1|0||beer|+20112008000
71|1|+201525549037||1301175304067|0|1|-1|1|0||protest|+20112008000
72|1|+201525549037||1301175306358|0|1|-1|1|0||activist|+20112008000
73|1|+201525549037||1301175308355|0|1|-1|1|0||freedom|+20112008000
74|1|+201525549037||1301175310747|0|1|-1|1|0||facebook|+20112008000
75|1|+201525549037||1301175312892|0|1|-1|1|0||حتددفتح|+20112008000
76|1|+201525549037||1301175315256|0|1|-1|1|0||حجيككغدت|+20112008000
77|1|+201525549037||1301175322005|0|1|-1|1|0||ججحط|+20112008000
78|1|+201525549037||1301175349635|0|1|-1|1|0||بحي|+20112008000
79|1|+201525549037||1301175354557|0|1|-1|1|0||بعت|+20112008000
80|1|+201525549037||1301175366068|0|1|-1|1|0||call|+20112008000
81|1|+201525549037||1301175370929|0|1|-1|1|0||dinner|+20112008000
82|1|+201525549037||1301175374493|0|1|-1|1|0||shisha|+20112008000
83|1|+201525549037||1301175383174|0|1|-1|1|0||couch|+20112008000
84|1|+201525549037||1301175385485|0|1|-1|1|0||human rights|+20112008000
85|1|+201525549037||1301175388370|0|1|-1|1|0||internet|+20112008000
86|1|+201525549037||1301175391326|0|1|-1|1|0||twitter|+20112008000
87|1|+201525549037||1301175393840|0|1|-1|1|0||government|+20112008000
88|1|+201525549037||1301175395598|0|1|-1|1|0||corruption|+20112008000
89|1|+201525549037||1301175397810|0|1|-1|1|0||ججيغغاسرفت|+20112008000
90|1|+201525549037||1301175399301|0|1|-1|1|0||ححغت|+20112008000
91|1|+201525549037||1301175403202|0|1|-1|1|0||بحيتر|+20112008000
92|1|+201525549037||1301175404630|0|1|-1|1|0||مظاهرة|+20112008000
93|1|+201525549037||1301175407344|0|1|-1|1|0||ناشط سياسي |+20112008000
94|1|+201525549037||1301175410133|0|1|-1|1|0|| ناشطة سياسية|+20112008000
95|1|+201525549037||1301175414949|0|1|-1|1|0||حرية|+20112008000
96|1|+201525549037||1301175418021|0|1|-1|1|0||حقوق الإنسان|+20112008000
97|1|+201525549037||1301175425981|0|1|-1|1|0||انترنت|+20112008000
98|1|+201525549037||1301175435691|0|1|-1|1|0||تويتر|+20112008000
99|1|+201525549037||1301175445523|0|1|-1|1|0||فيس بوك|+20112008000
100|1|+201525549037||1301175457106|0|1|-1|1|0||الحكومة |+20112008000
101|1|+201525549037||1301175467850|0|1|-1|1|0||الفساد|+20112008000
102|1|+201525549037||1301175475556|0|1|-1|1|0||حرية التعبير |+20112008000
103|1|+201525549037||1301175485472|0|1|-1|1|0||حرية الرأي |+20112008000
104|1|+201525549037||1301175495296|0|1|-1|1|0|| الثورة|+20112008000
105|1|+201525549037||1301175506123|0|1|-1|1|0||اسرائيل|+20112008000
106|1|+201525549037||1301175515766|0|1|-1|1|0|| البرادعي  |+20112008000
107|1|+201525549037||1301175527134|0|1|-1|1|0||محمد البرادعي|+20112008000
108|1|+201525549037||1301175537602|0|1|-1|1|0|| الإخوان المسلمين |+20112008000
109|1|+201525549037||1301175546970|0|1|-1|1|0|| الإخوان المسلمون|+20112008000
110|1|+201525549037||1301175556495|0|1|-1|1|0|| المجلس العسكري|+20112008000
111|1|+201525549037||1301175566522|0|1|-1|1|0|| السلفيين|+20112008000
112|1|+201525549037||1301175575926|0|1|-1|1|0||الدستور|+20112008000
113|1|+201525549037||1301175858963|0|1|-1|1|0||this is a default list|+20112008000
114|1|+201525549037||1301175867124|0|1|-1|1|0||feel free to edit, update or remove|+20112008000
115|1|+201525549037||1301175874479|0|1|-1|1|0||call|+20112008000
116|1|+201525549037||1301175894720|0|1|-1|1|0||hi|+20112008000
117|1|+201525549037||1301175903984|0|1|-1|1|0||dinner|+20112008000
118|1|+201525549037||1301175906870|0|1|-1|1|0||shisha|+20112008000
119|1|+201525549037||1301175910641|0|1|-1|1|0||mom|+20112008000
120|1|+201525549037||1301175920052|0|1|-1|1|0||brother|+20112008000
121|1|+201525549037||1301175930211|0|1|-1|1|0||couch|+20112008000
122|1|+201525549037||1301175939403|0|1|-1|1|0||ful|+20112008000
123|1|+201525549037||1301175956766|0|1|-1|1|0||beer|+20112008000
124|1|+201525549037||1301175964661|0|1|-1|1|0||activist|+20112008000
125|1|+201525549037||1301175967010|0|1|-1|1|0||protest|+20112008000
126|1|+201525549037||1301175974990|0|1|-1|1|0||human rights|+20112008000
127|1|+201525549037||1301175984591|0|1|-1|1|0||freedom|+20112008000
128|1|+201525549037||1301175991532|0|1|-1|1|0||internet|+20112008000
129|1|+201525549037||1301176000723|0|1|-1|1|0||twitter|+20112008000
130|1|+201525549037||1301176010052|0|1|-1|1|0||facebook|+20112008000
131|1|+201525549037||1301176020520|0|1|-1|1|0||government|+20112008000
132|1|+201525549037||1301176028590|0|1|-1|1|0||corruption|+20112008000
133|1|+201525549037||1301176038343|0|1|-1|1|0||free speech|+20112008000
134|1|+201525549037||1301176046090|0|1|-1|1|0||revolution|+20112008000
135|1|+201525549037||1301176055025|0|1|-1|1|0||El Baradei|+20112008000
136|1|+201525549037||1301176064094|0|1|-1|1|0||Muslim Brotherhood|+20112008000
137|1|+201525549037||1301176073372|0|1|-1|1|0||military council|+20112008000
138|1|+201525549037||1301176083842|0|1|-1|1|0||Salafis|+20112008000
139|1|+201525549037||1301176091049|0|1|-1|1|0||constitution|+20112008000
140|1|+201525549037||1301176100533|0|1|-1|1|0||حتددفتح|+20112008000
141|1|+201525549037||1301176109981|0|1|-1|1|0||حجيككغدت|+20112008000
142|1|+201525549037||1301176118317|0|1|-1|1|0||ججحط|+20112008000
143|1|+201525549037||1301176127581|0|1|-1|1|0||ججيغغاسرفت|+20112008000
144|1|+201525549037||1301176136062|0|1|-1|1|0||ححغت|+20112008000
145|1|+201525549037||1301176145158|0|1|-1|1|0||بحي|+20112008000
146|1|+201525549037||1301176155125|0|1|-1|1|0||بعت|+20112008000
147|1|+201525549037||1301176163769|0|1|-1|1|0||بحيتر|+20112008000
148|1|+201525549037||1301176173388|0|1|-1|1|0||مظاهرة|+20112008000
149|1|+201525549037||1301176181591|0|1|-1|1|0||ناشط سياسي |+20112008000
150|1|+201525549037||1301176190992|0|1|-1|1|0|| ناشطة سياسية|+20112008000
151|1|+201525549037||1301176199875|0|1|-1|1|0||حقوق الإنسان|+20112008000
152|1|+201525549037||1301176208416|0|1|-1|1|0||حرية|+20112008000
153|1|+201525549037||1301176218262|0|1|-1|1|0||انترنت|+20112008000
154|1|+201525549037||1301176227758|0|1|-1|1|0||تويتر|+20112008000
155|1|+201525549037||1301176236069|0|1|-1|1|0||فيس بوك|+20112008000
156|1|+201525549037||1301176245684|0|1|-1|1|0||الحكومة |+20112008000
157|1|+201525549037||1301176256036|0|1|-1|1|0||الفساد|+20112008000
158|1|+201525549037||1301176264332|0|1|-1|1|0||حرية التعبير |+20112008000
159|1|+201525549037||1301176272538|0|1|-1|1|0||حرية الرأي |+20112008000
160|1|+201525549037||1301176281328|0|1|-1|1|0|| الثورة|+20112008000
161|1|+201525549037||1301176290656|0|1|-1|1|0||اسرائيل|+20112008000
162|1|+201525549037||1301176298784|0|1|-1|1|0|| البرادعي  |+20112008000
163|1|+201525549037||1301176308094|0|1|-1|1|0||محمد البرادعي|+20112008000
164|1|+201525549037||1301176317654|0|1|-1|1|0|| الإخوان المسلمين |+20112008000
165|1|+201525549037||1301176326210|0|1|-1|1|0|| الإخوان المسلمون|+20112008000
166|1|+201525549037||1301176878672|0|1|-1|1|0|| المجلس العسكري|+20112008000
167|1|+201525549037||1301176882744|0|1|-1|1|0|| السلفيين|+20112008000
168|1|+201525549037||1301176885886|0|1|-1|1|0||الدستور|+20112008000
